name,Region,Last Update,Confirmed,Deaths,Recovered
Federal Bureau of Prisons,USA,2020-04-29 03:00:00,1649,30,536
Navajo Nation,USA,2020-04-29 03:00:00,1540,58,0
Puerto Rico,USA,2020-04-29 03:00:00,1400,86,0
West Virginia,USA,2020-04-29 03:00:00,1095,38,481
Maine,USA,2020-04-29 03:00:00,1040,51,585
North Dakota,USA,2020-04-29 03:00:00,991,19,409
Vermont,USA,2020-04-29 03:00:00,862,47,0
Hawaii,USA,2020-04-29 03:00:00,609,16,505
Wyoming,USA,2020-04-29 03:00:00,536,7,378
Montana,USA,2020-04-29 03:00:00,451,15,352
Alaska,USA,2020-04-29 03:00:00,351,9,218
Guam,USA,2020-04-29 03:00:00,141,5,128
Grand Princess,USA,2020-04-29 03:00:00,103,3,0
United States Virgin Islands,USA,2020-04-29 03:00:00,57,4,51
Diamond Princess,USA,2020-04-29 03:00:00,49,0,0
Northern Mariana Islands,USA,2020-04-29 03:00:00,14,2,12
Wuhan Evacuee,USA,2020-04-29 03:00:00,4,0,0
New York,USA,2020-04-30 03:00:00,306478,23477,33332
New Jersey,USA,2020-04-30 03:00:00,116365,6771,730
Massachusetts,USA,2020-04-30 03:00:00,60265,3405,1299
Illinois,USA,2020-04-30 03:00:00,50358,2215,645
California,USA,2020-04-30 03:00:00,48829,1956,3636
Pennsylvania,USA,2020-04-30 03:00:00,46458,2386,837
Michigan,USA,2020-04-30 03:00:00,40399,3670,8342
Florida,USA,2020-04-30 03:00:00,33193,1218,174
Louisiana,USA,2020-04-30 03:00:00,27660,1845,17303
Texas,USA,2020-04-30 03:00:00,27390,759,12745
Connecticut,USA,2020-04-30 03:00:00,26767,2168,63
Georgia,USA,2020-04-30 03:00:00,25955,1103,340
Maryland,USA,2020-04-30 03:00:00,20849,1078,1263
Ohio,USA,2020-04-30 03:00:00,17303,937,448
Indiana,USA,2020-04-30 03:00:00,17182,964,1559
Virginia,USA,2020-04-30 03:00:00,14962,522,721
Colorado,USA,2020-04-30 03:00:00,14758,766,559
Washington,USA,2020-04-30 03:00:00,14711,804,1870
Tennessee,USA,2020-04-30 03:00:00,10366,195,5143
North Carolina,USA,2020-04-30 03:00:00,10180,382,1808
Veteran Affair,USA,2020-04-30 03:00:00,8448,484,0
Rhode Island,USA,2020-04-30 03:00:00,8247,251,466
Missouri,USA,2020-04-30 03:00:00,7660,338,1729
Arizona,USA,2020-04-30 03:00:00,7209,304,6
Alabama,USA,2020-04-30 03:00:00,6932,263,0
Iowa,USA,2020-04-30 03:00:00,6843,148,2428
Mississippi,USA,2020-04-30 03:00:00,6569,250,0
Wisconsin,USA,2020-04-30 03:00:00,6520,308,2882
US Military,USA,2020-04-30 03:00:00,6213,26,1947
South Carolina,USA,2020-04-30 03:00:00,5882,231,3252
Nevada,USA,2020-04-30 03:00:00,4935,230,2916
Delaware,USA,2020-04-30 03:00:00,4655,144,1173
Minnesota,USA,2020-04-30 03:00:00,4644,319,2043
Kentucky,USA,2020-04-30 03:00:00,4537,234,1174
Utah,USA,2020-04-30 03:00:00,4497,45,399
District of Columbia,USA,2020-04-30 03:00:00,4106,205,660
Nebraska,USA,2020-04-30 03:00:00,3851,56,0
Kansas,USA,2020-04-30 03:00:00,3839,134,769
Oklahoma,USA,2020-04-30 03:00:00,3473,214,2319
New Mexico,USA,2020-04-30 03:00:00,3213,112,632
Arkansas,USA,2020-04-30 03:00:00,3193,57,1249
Oregon,USA,2020-04-30 03:00:00,2446,101,595
South Dakota,USA,2020-04-30 03:00:00,2373,13,1493
New Hampshire,USA,2020-04-30 03:00:00,2058,60,936
Idaho,USA,2020-04-30 03:00:00,1984,60,867
Federal Bureau of Prisons,USA,2020-04-30 03:00:00,1877,31,546
Navajo Nation,USA,2020-04-30 03:00:00,1540,58,0
Puerto Rico,USA,2020-04-30 03:00:00,1433,86,0
West Virginia,USA,2020-04-30 03:00:00,1110,38,481
Maine,USA,2020-04-30 03:00:00,1056,52,615
North Dakota,USA,2020-04-30 03:00:00,1033,19,437
Vermont,USA,2020-04-30 03:00:00,862,47,0
Hawaii,USA,2020-04-30 03:00:00,613,16,516
Wyoming,USA,2020-04-30 03:00:00,545,7,378
Montana,USA,2020-04-30 03:00:00,451,16,382
Alaska,USA,2020-04-30 03:00:00,355,9,218
Guam,USA,2020-04-30 03:00:00,141,5,128
Grand Princess,USA,2020-04-30 03:00:00,103,3,0
United States Virgin Islands,USA,2020-04-30 03:00:00,57,4,51
Diamond Princess,USA,2020-04-30 03:00:00,49,0,0
Northern Mariana Islands,USA,2020-04-30 03:00:00,14,2,12
Wuhan Evacuee,USA,2020-04-30 03:00:00,4,0,0
New York,USA,2020-05-14 21:00:00,348648,27217,37945
New Jersey,USA,2020-05-14 21:00:00,142704,9946,3237
Illinois,USA,2020-05-14 21:00:00,87939,3928,1830
Massachusetts,USA,2020-05-14 21:00:00,80497,5315,12569
California,USA,2020-05-14 21:00:00,73173,2974,9897
Pennsylvania,USA,2020-05-14 21:00:00,62791,4280,1120
Michigan,USA,2020-05-14 21:00:00,49582,4787,22686
Texas,USA,2020-05-14 21:00:00,43919,1219,23948
Florida,USA,2020-05-14 21:00:00,43210,1875,371
Maryland,USA,2020-05-14 21:00:00,35903,1866,2569
Georgia,USA,2020-05-14 21:00:00,35893,1528,340
Connecticut,USA,2020-05-14 21:00:00,35464,3219,63
Louisiana,USA,2020-05-14 21:00:00,33489,2417,22608
Virginia,USA,2020-05-14 21:00:00,27813,956,3554
Ohio,USA,2020-05-14 21:00:00,26357,1534,4168
Indiana,USA,2020-05-14 21:00:00,26053,1646,1869
Colorado,USA,2020-05-14 21:00:00,20475,1062,1422
Washington,USA,2020-05-14 21:00:00,18155,979,3535
Tennessee,USA,2020-05-14 21:00:00,16806,287,8888
North Carolina,USA,2020-05-14 21:00:00,16696,637,9115
Iowa,USA,2020-05-14 21:00:00,13675,318,6231
Minnesota,USA,2020-05-14 21:00:00,13435,663,9136
Arizona,USA,2020-05-14 21:00:00,12674,624,6
Rhode Island,USA,2020-05-14 21:00:00,12016,468,903
Veteran Affair,USA,2020-05-14 21:00:00,11754,972,0
Wisconsin,USA,2020-05-14 21:00:00,11275,434,5993
Alabama,USA,2020-05-14 21:00:00,10968,467,0
Missouri,USA,2020-05-14 21:00:00,10578,551,2705
Mississippi,USA,2020-05-14 21:00:00,10483,480,4421
Nebraska,USA,2020-05-14 21:00:00,8912,103,349
US Military,USA,2020-05-14 21:00:00,8297,27,3832
South Carolina,USA,2020-05-14 21:00:00,8193,370,3252
Kansas,USA,2020-05-14 21:00:00,7586,188,2272
Delaware,USA,2020-05-14 21:00:00,7223,260,3080
Kentucky,USA,2020-05-14 21:00:00,7080,326,2649
Utah,USA,2020-05-14 21:00:00,6749,75,1952
District of Columbia,USA,2020-05-14 21:00:00,6736,358,966
Nevada,USA,2020-05-14 21:00:00,6476,331,4935
New Mexico,USA,2020-05-14 21:00:00,5364,231,1515
Oklahoma,USA,2020-05-14 21:00:00,4963,284,3665
Arkansas,USA,2020-05-14 21:00:00,4236,97,3277
South Dakota,USA,2020-05-14 21:00:00,3792,43,2437
Federal Bureau of Prisons,USA,2020-05-14 21:00:00,3744,51,1635
Oregon,USA,2020-05-14 21:00:00,3479,137,1406
Navajo Nation,USA,2020-05-14 21:00:00,3392,119,0
New Hampshire,USA,2020-05-14 21:00:00,3299,150,1236
Puerto Rico,USA,2020-05-14 21:00:00,2427,117,850
Idaho,USA,2020-05-14 21:00:00,2324,69,1442
North Dakota,USA,2020-05-14 21:00:00,1712,40,1007
Maine,USA,2020-05-14 21:00:00,1565,69,958
West Virginia,USA,2020-05-14 21:00:00,1426,60,813
Vermont,USA,2020-05-14 21:00:00,932,53,789
Wyoming,USA,2020-05-14 21:00:00,688,7,480
Hawaii,USA,2020-05-14 21:00:00,638,17,563
Montana,USA,2020-05-14 21:00:00,462,16,430
Alaska,USA,2020-05-14 21:00:00,383,10,334
Guam,USA,2020-05-14 21:00:00,152,5,128
Grand Princess,USA,2020-05-14 21:00:00,103,3,0
United States Virgin Islands,USA,2020-05-14 21:00:00,69,6,61
Diamond Princess,USA,2020-05-14 21:00:00,49,0,0
Northern Mariana Islands,USA,2020-05-14 21:00:00,19,2,12
Wuhan Evacuee,USA,2020-05-14 21:00:00,4,0,0
California,USA,2020-02-03 03:53:00,6,0,0
Illinois,USA,2020-02-01 19:43:00,2,0,0
Arizona,USA,2020-02-01 19:43:00,1,0,0
Massachusetts,USA,2020-02-01 19:43:00,1,0,0
Washington,USA,2020-02-01 19:43:00,1,0,0
Wisconsin,USA,2020-02-05 21:53:00,1,0,0
California,USA,2020-02-03 03:53:00,6,0,0
Illinois,USA,2020-02-01 19:43:00,2,0,0
Arizona,USA,2020-02-01 19:43:00,1,0,0
Massachusetts,USA,2020-02-01 19:43:00,1,0,0
Washington,USA,2020-02-01 19:43:00,1,0,0
Wisconsin,USA,2020-02-05 21:53:00,1,0,0
USA (Aggregate Recovered),USA,2020-03-31 03:00:00,0,0,5945
New York,USA,2020-03-31 03:00:00,67384,1342,0
New Jersey,USA,2020-03-31 03:00:00,16636,198,0
California,USA,2020-03-31 03:00:00,7394,149,0
Michigan,USA,2020-03-31 03:00:00,6498,185,0
Massachusetts,USA,2020-03-31 03:00:00,5752,56,0
Florida,USA,2020-03-31 03:00:00,5704,71,0
Washington,USA,2020-03-31 03:00:00,5187,219,0
Illinois,USA,2020-03-31 03:00:00,5058,74,0
Pennsylvania,USA,2020-03-31 03:00:00,4155,51,0
Louisiana,USA,2020-03-31 03:00:00,4025,185,0
Texas,USA,2020-03-31 03:00:00,3346,48,0
Georgia,USA,2020-03-31 03:00:00,3032,102,0
Colorado,USA,2020-03-31 03:00:00,2627,51,0
Connecticut,USA,2020-03-31 03:00:00,2571,36,0
Tennessee,USA,2020-03-31 03:00:00,1937,14,0
Ohio,USA,2020-03-31 03:00:00,1933,40,0
Indiana,USA,2020-03-31 03:00:00,1787,35,0
Maryland,USA,2020-03-31 03:00:00,1413,15,0
North Carolina,USA,2020-03-31 03:00:00,1379,8,0
Wisconsin,USA,2020-03-31 03:00:00,1285,24,0
Arizona,USA,2020-03-31 03:00:00,1158,20,0
Missouri,USA,2020-03-31 03:00:00,1122,13,0
Nevada,USA,2020-03-31 03:00:00,1044,18,0
Virginia,USA,2020-03-31 03:00:00,1020,25,0
Alabama,USA,2020-03-31 03:00:00,947,11,0
South Carolina,USA,2020-03-31 03:00:00,925,18,0
Mississippi,USA,2020-03-31 03:00:00,847,16,0
Utah,USA,2020-03-31 03:00:00,806,4,0
Oregon,USA,2020-03-31 03:00:00,606,16,0
Minnesota,USA,2020-03-31 03:00:00,576,10,0
Arkansas,USA,2020-03-31 03:00:00,508,7,0
District of Columbia,USA,2020-03-31 03:00:00,495,9,0
Oklahoma,USA,2020-03-31 03:00:00,483,17,0
Kentucky,USA,2020-03-31 03:00:00,480,11,0
Idaho,USA,2020-03-31 03:00:00,431,8,0
Iowa,USA,2020-03-31 03:00:00,424,6,0
Rhode Island,USA,2020-03-31 03:00:00,408,4,0
Kansas,USA,2020-03-31 03:00:00,374,8,0
New Hampshire,USA,2020-03-31 03:00:00,314,3,0
New Mexico,USA,2020-03-31 03:00:00,281,4,0
Maine,USA,2020-03-31 03:00:00,275,3,0
Delaware,USA,2020-03-31 03:00:00,264,7,0
Vermont,USA,2020-03-31 03:00:00,256,12,0
Hawaii,USA,2020-03-31 03:00:00,204,0,0
Montana,USA,2020-03-31 03:00:00,177,5,0
Puerto Rico,USA,2020-03-31 03:00:00,174,7,0
Nebraska,USA,2020-03-31 03:00:00,153,3,0
West Virginia,USA,2020-03-31 03:00:00,145,1,0
Alaska,USA,2020-03-31 03:00:00,119,3,0
North Dakota,USA,2020-03-31 03:00:00,109,3,0
Grand Princess,USA,2020-03-31 03:00:00,103,3,0
South Dakota,USA,2020-03-31 03:00:00,101,1,0
Wyoming,USA,2020-03-31 03:00:00,95,0,0
Guam,USA,2020-03-31 03:00:00,58,1,0
Diamond Princess,USA,2020-03-31 03:00:00,49,0,0
United States Virgin Islands,USA,2020-03-31 03:00:00,30,0,0
Wuhan Evacuee,USA,2020-03-31 03:00:00,4,0,0
Northern Mariana Islands,USA,2020-03-31 03:00:00,2,0,0
USA (Aggregate Recovered),USA,2020-04-01 03:00:00,0,0,7136
New York,USA,2020-04-01 03:00:00,76049,1714,0
New Jersey,USA,2020-04-01 03:00:00,18997,267,0
California,USA,2020-04-01 03:00:00,8558,182,0
Michigan,USA,2020-04-01 03:00:00,7615,259,0
Florida,USA,2020-04-01 03:00:00,6741,85,0
Massachusetts,USA,2020-04-01 03:00:00,6620,89,0
Illinois,USA,2020-04-01 03:00:00,5998,100,0
Washington,USA,2020-04-01 03:00:00,5453,225,0
Louisiana,USA,2020-04-01 03:00:00,5237,239,0
Pennsylvania,USA,2020-04-01 03:00:00,4994,67,0
Georgia,USA,2020-04-01 03:00:00,4117,125,0
Texas,USA,2020-04-01 03:00:00,3925,58,0
Connecticut,USA,2020-04-01 03:00:00,3128,69,0
Colorado,USA,2020-04-01 03:00:00,2968,69,0
Tennessee,USA,2020-04-01 03:00:00,2391,23,0
Ohio,USA,2020-04-01 03:00:00,2199,55,0
Indiana,USA,2020-04-01 03:00:00,2159,49,0
Maryland,USA,2020-04-01 03:00:00,1660,19,0
North Carolina,USA,2020-04-01 03:00:00,1561,12,0
Wisconsin,USA,2020-04-01 03:00:00,1412,25,0
Missouri,USA,2020-04-01 03:00:00,1407,15,0
Arizona,USA,2020-04-01 03:00:00,1289,24,0
Virginia,USA,2020-04-01 03:00:00,1250,27,0
Nevada,USA,2020-04-01 03:00:00,1138,26,0
South Carolina,USA,2020-04-01 03:00:00,1083,22,0
Alabama,USA,2020-04-01 03:00:00,999,24,0
Mississippi,USA,2020-04-01 03:00:00,937,20,0
Utah,USA,2020-04-01 03:00:00,888,5,0
Oregon,USA,2020-04-01 03:00:00,690,18,0
Kentucky,USA,2020-04-01 03:00:00,632,18,0
Minnesota,USA,2020-04-01 03:00:00,629,12,0
Oklahoma,USA,2020-04-01 03:00:00,568,23,0
Arkansas,USA,2020-04-01 03:00:00,564,8,0
Idaho,USA,2020-04-01 03:00:00,525,9,0
District of Columbia,USA,2020-04-01 03:00:00,507,9,0
Iowa,USA,2020-04-01 03:00:00,497,7,0
Rhode Island,USA,2020-04-01 03:00:00,488,8,0
Kansas,USA,2020-04-01 03:00:00,441,9,0
New Hampshire,USA,2020-04-01 03:00:00,367,3,0
Delaware,USA,2020-04-01 03:00:00,319,10,0
New Mexico,USA,2020-04-01 03:00:00,316,5,0
Maine,USA,2020-04-01 03:00:00,303,5,0
Vermont,USA,2020-04-01 03:00:00,293,13,0
Puerto Rico,USA,2020-04-01 03:00:00,239,8,0
Hawaii,USA,2020-04-01 03:00:00,224,1,0
Montana,USA,2020-04-01 03:00:00,198,5,0
Nebraska,USA,2020-04-01 03:00:00,177,4,0
West Virginia,USA,2020-04-01 03:00:00,162,1,0
Navajo Nation,USA,2020-04-01 03:00:00,148,5,0
Alaska,USA,2020-04-01 03:00:00,133,3,0
North Dakota,USA,2020-04-01 03:00:00,122,3,0
Wyoming,USA,2020-04-01 03:00:00,120,0,0
South Dakota,USA,2020-04-01 03:00:00,108,1,0
Grand Princess,USA,2020-04-01 03:00:00,103,3,0
Guam,USA,2020-04-01 03:00:00,69,2,0
Diamond Princess,USA,2020-04-01 03:00:00,49,0,0
United States Virgin Islands,USA,2020-04-01 03:00:00,30,0,0
Wuhan Evacuee,USA,2020-04-01 03:00:00,4,0,0
Northern Mariana Islands,USA,2020-04-01 03:00:00,2,0,0
New York,USA,2020-04-23 03:00:00,263754,20248,29831
New Jersey,USA,2020-04-23 03:00:00,95914,5150,730
Massachusetts,USA,2020-04-23 03:00:00,42944,2182,1299
California,USA,2020-04-23 03:00:00,37701,1439,3580
Pennsylvania,USA,2020-04-23 03:00:00,36212,1673,586
Illinois,USA,2020-04-23 03:00:00,35109,1565,645
Michigan,USA,2020-04-23 03:00:00,33966,2813,3272
Florida,USA,2020-04-23 03:00:00,28586,927,174
Louisiana,USA,2020-04-23 03:00:00,25258,1473,0
Connecticut,USA,2020-04-23 03:00:00,22469,1544,63
Texas,USA,2020-04-23 03:00:00,21774,569,7359
Georgia,USA,2020-04-23 03:00:00,21102,846,340
Maryland,USA,2020-04-23 03:00:00,14775,698,981
Ohio,USA,2020-04-23 03:00:00,14117,610,448
Washington,USA,2020-04-23 03:00:00,12865,695,1798
Indiana,USA,2020-04-23 03:00:00,12438,666,1559
Colorado,USA,2020-04-23 03:00:00,10891,508,559
Virginia,USA,2020-04-23 03:00:00,10266,349,721
Tennessee,USA,2020-04-23 03:00:00,7842,166,4012
North Carolina,USA,2020-04-23 03:00:00,7545,267,1302
Missouri,USA,2020-04-23 03:00:00,6306,242,1257
Rhode Island,USA,2020-04-23 03:00:00,5841,181,0
Veteran Affair,USA,2020-04-23 03:00:00,5825,374,0
US Military,USA,2020-04-23 03:00:00,5734,25,1595
Alabama,USA,2020-04-23 03:00:00,5610,201,0
Arizona,USA,2020-04-23 03:00:00,5473,231,6
Mississippi,USA,2020-04-23 03:00:00,4894,193,0
Wisconsin,USA,2020-04-23 03:00:00,4845,248,196
South Carolina,USA,2020-04-23 03:00:00,4761,140,0
Nevada,USA,2020-04-23 03:00:00,4081,187,2209
Iowa,USA,2020-04-23 03:00:00,3748,90,1171
Utah,USA,2020-04-23 03:00:00,3445,34,218
Kentucky,USA,2020-04-23 03:00:00,3373,185,1174
District of Columbia,USA,2020-04-23 03:00:00,3206,127,645
Delaware,USA,2020-04-23 03:00:00,3200,89,599
Oklahoma,USA,2020-04-23 03:00:00,2894,170,1774
Minnesota,USA,2020-04-23 03:00:00,2722,179,1160
Kansas,USA,2020-04-23 03:00:00,2418,112,444
Arkansas,USA,2020-04-23 03:00:00,2392,44,726
New Mexico,USA,2020-04-23 03:00:00,2210,71,529
Oregon,USA,2020-04-23 03:00:00,2059,78,595
South Dakota,USA,2020-04-23 03:00:00,1858,9,937
Nebraska,USA,2020-04-23 03:00:00,1813,38,0
Idaho,USA,2020-04-23 03:00:00,1802,54,767
New Hampshire,USA,2020-04-23 03:00:00,1588,48,550
Puerto Rico,USA,2020-04-23 03:00:00,1378,67,0
Navajo Nation,USA,2020-04-23 03:00:00,1366,45,0
West Virginia,USA,2020-04-23 03:00:00,963,29,360
Federal Bureau of Prisons,USA,2020-04-23 03:00:00,908,24,300
Maine,USA,2020-04-23 03:00:00,907,39,455
Vermont,USA,2020-04-23 03:00:00,823,40,0
North Dakota,USA,2020-04-23 03:00:00,679,14,229
Hawaii,USA,2020-04-23 03:00:00,592,12,444
Wyoming,USA,2020-04-23 03:00:00,447,6,290
Montana,USA,2020-04-23 03:00:00,439,14,296
Alaska,USA,2020-04-23 03:00:00,335,9,168
Guam,USA,2020-04-23 03:00:00,136,5,97
Grand Princess,USA,2020-04-23 03:00:00,103,3,0
United States Virgin Islands,USA,2020-04-23 03:00:00,54,3,48
Diamond Princess,USA,2020-04-23 03:00:00,49,0,0
Northern Mariana Islands,USA,2020-04-23 03:00:00,14,2,11
Wuhan Evacuee,USA,2020-04-23 03:00:00,4,0,0
New York,USA,2020-04-24 03:00:00,271162,20982,31218
New Jersey,USA,2020-04-24 03:00:00,100025,5426,730
Massachusetts,USA,2020-04-24 03:00:00,46023,2360,1299
California,USA,2020-04-24 03:00:00,39561,1533,3582
Pennsylvania,USA,2020-04-24 03:00:00,38379,1724,603
Illinois,USA,2020-04-24 03:00:00,36937,1688,645
Michigan,USA,2020-04-24 03:00:00,35296,2977,3272
Florida,USA,2020-04-24 03:00:00,29648,987,174
Louisiana,USA,2020-04-24 03:00:00,25739,1599,0
Connecticut,USA,2020-04-24 03:00:00,23100,1639,63
Texas,USA,2020-04-24 03:00:00,22650,604,8025
Georgia,USA,2020-04-24 03:00:00,21883,881,340
Maryland,USA,2020-04-24 03:00:00,15737,748,981
Ohio,USA,2020-04-24 03:00:00,14694,656,448
Indiana,USA,2020-04-24 03:00:00,13039,706,1559
Washington,USA,2020-04-24 03:00:00,13014,714,1803
Colorado,USA,2020-04-24 03:00:00,11278,552,559
Virginia,USA,2020-04-24 03:00:00,10998,373,721
Tennessee,USA,2020-04-24 03:00:00,8266,171,4192
North Carolina,USA,2020-04-24 03:00:00,7820,281,1302
Missouri,USA,2020-04-24 03:00:00,6506,252,1530
Veteran Affair,USA,2020-04-24 03:00:00,6273,391,0
Rhode Island,USA,2020-04-24 03:00:00,6256,189,342
US Military,USA,2020-04-24 03:00:00,5901,25,1710
Alabama,USA,2020-04-24 03:00:00,5832,202,0
Arizona,USA,2020-04-24 03:00:00,5772,249,6
Mississippi,USA,2020-04-24 03:00:00,5153,201,0
Wisconsin,USA,2020-04-24 03:00:00,5052,258,196
South Carolina,USA,2020-04-24 03:00:00,4917,150,0
Nevada,USA,2020-04-24 03:00:00,4208,195,2325
Iowa,USA,2020-04-24 03:00:00,3924,96,1492
Utah,USA,2020-04-24 03:00:00,3612,35,218
Kentucky,USA,2020-04-24 03:00:00,3481,191,1174
District of Columbia,USA,2020-04-24 03:00:00,3361,139,648
Delaware,USA,2020-04-24 03:00:00,3308,92,643
Oklahoma,USA,2020-04-24 03:00:00,3017,179,1886
Minnesota,USA,2020-04-24 03:00:00,2942,200,1536
Kansas,USA,2020-04-24 03:00:00,2721,113,444
Arkansas,USA,2020-04-24 03:00:00,2599,45,898
New Mexico,USA,2020-04-24 03:00:00,2379,78,529
Nebraska,USA,2020-04-24 03:00:00,2202,47,0
Oregon,USA,2020-04-24 03:00:00,2127,83,595
South Dakota,USA,2020-04-24 03:00:00,1956,9,1064
Idaho,USA,2020-04-24 03:00:00,1836,54,822
New Hampshire,USA,2020-04-24 03:00:00,1670,51,551
Puerto Rico,USA,2020-04-24 03:00:00,1378,69,0
Navajo Nation,USA,2020-04-24 03:00:00,1366,45,0
West Virginia,USA,2020-04-24 03:00:00,981,31,360
Federal Bureau of Prisons,USA,2020-04-24 03:00:00,977,24,355
Maine,USA,2020-04-24 03:00:00,937,44,485
Vermont,USA,2020-04-24 03:00:00,825,43,0
North Dakota,USA,2020-04-24 03:00:00,709,15,269
Hawaii,USA,2020-04-24 03:00:00,596,12,455
Wyoming,USA,2020-04-24 03:00:00,453,7,279
Montana,USA,2020-04-24 03:00:00,442,14,306
Alaska,USA,2020-04-24 03:00:00,337,9,209
Guam,USA,2020-04-24 03:00:00,139,5,97
Grand Princess,USA,2020-04-24 03:00:00,103,3,0
United States Virgin Islands,USA,2020-04-24 03:00:00,54,3,48
Diamond Princess,USA,2020-04-24 03:00:00,49,0,0
Northern Mariana Islands,USA,2020-04-24 03:00:00,14,2,11
Wuhan Evacuee,USA,2020-04-24 03:00:00,4,0,0
Diamond Princess,USA,2020-03-02 17:00:00,46,0,0
Wuhan Evacuee,USA,2020-03-02 17:00:00,3,0,0
Grand Princess,USA,2020-03-07 01:00:00,21,0,0
Washington,USA,2020-03-14 02:00:00,568,37,1
New York,USA,2020-03-13 20:00:00,421,0,0
California,USA,2020-03-14 02:00:00,295,5,2
Massachusetts,USA,2020-03-14 02:00:00,123,0,1
Colorado,USA,2020-03-14 02:00:00,77,1,0
Florida,USA,2020-03-13 03:00:00,51,3,0
New Jersey,USA,2020-03-14 02:00:00,50,1,0
Texas,USA,2020-03-14 14:00:00,49,0,0
Illinois,USA,2020-03-14 02:00:00,46,0,2
Georgia,USA,2020-03-14 02:00:00,42,1,0
Pennsylvania,USA,2020-03-14 02:00:00,41,0,0
Louisiana,USA,2020-03-14 02:00:00,36,0,0
Oregon,USA,2020-03-14 02:30:00,32,0,0
Virginia,USA,2020-03-13 20:00:00,30,0,0
Tennessee,USA,2020-03-14 02:00:00,26,0,0
Michigan,USA,2020-03-14 02:00:00,25,0,0
Nevada,USA,2020-03-14 02:00:00,20,0,0
Wisconsin,USA,2020-02-14 02:00:00,19,0,1
North Carolina,USA,2020-03-14 03:00:00,19,0,0
Maryland,USA,2020-03-14 02:00:00,19,0,0
Iowa,USA,2020-03-14 02:00:00,17,0,0
Ohio,USA,2020-03-14 02:00:00,16,0,0
Rhode Island,USA,2020-03-14 02:00:00,14,0,0
Minnesota,USA,2020-03-14 02:00:00,14,0,0
Kentucky,USA,2020-03-14 02:00:00,14,0,0
Nebraska,USA,2020-03-14 02:00:00,14,0,0
Indiana,USA,2020-03-13 02:00:00,13,0,0
South Carolina,USA,2020-03-14 02:00:00,13,0,0
Connecticut,USA,2020-03-14 02:00:00,11,0,0
Arizona,USA,2020-03-14 02:00:00,10,0,1
District of Columbia,USA,2020-03-12 02:00:00,10,0,0
New Mexico,USA,2020-03-14 02:00:00,10,0,0
Utah,USA,2020-03-14 02:00:00,9,0,0
South Dakota,USA,2020-03-14 02:00:00,9,1,0
Arkansas,USA,2020-03-14 02:00:00,9,0,0
New Hampshire,USA,2020-03-13 02:00:00,6,0,0
Kansas,USA,2020-03-14 02:00:00,6,1,0
Mississippi,USA,2020-03-14 02:00:00,6,0,0
Montana,USA,2020-03-14 02:00:00,5,0,0
Alabama,USA,2020-03-14 02:00:00,6,0,0
Missouri,USA,2020-03-14 02:00:00,4,0,0
Delaware,USA,2020-03-12 17:00:00,4,0,0
Others (repatriated from Wuhan),USA,2020-03-11 02:00:00,3,0,0
Oklahoma,USA,2020-03-13 02:00:00,3,0,0
Maine,USA,2020-03-13 15:00:00,3,0,0
Hawaii,USA,2020-03-09 11:30:00,2,0,0
Vermont,USA,2020-03-12 02:00:00,2,0,0
Wyoming,USA,2020-03-12 02:00:00,1,0,0
North Dakota,USA,2020-03-12 02:00:00,1,0,0
Alaska,USA,2020-03-13 02:00:00,1,0,0
Idaho,USA,2020-03-14 02:00:00,1,0,0
Diamond Princess,USA,2020-03-02 17:00:00,46,0,0
Wuhan Evacuee,USA,2020-03-02 17:00:00,3,0,0
Grand Princess,USA,2020-03-07 01:00:00,21,0,0
Washington,USA,2020-03-13 02:00:00,457,31,1
New York,USA,2020-03-12 23:00:00,325,0,0
California,USA,2020-03-13 02:00:00,243,4,2
Massachusetts,USA,2020-03-12 20:00:00,108,0,1
Florida,USA,2020-03-13 03:00:00,50,2,0
Colorado,USA,2020-03-13 02:00:00,50,0,0
Georgia,USA,2020-03-13 03:00:00,38,1,0
Illinois,USA,2020-03-12 23:00:00,32,0,2
Texas,USA,2020-03-13 03:00:00,32,0,0
New Jersey,USA,2020-03-13 02:00:00,31,1,0
Oregon,USA,2020-03-13 03:00:00,30,0,0
Pennsylvania,USA,2020-03-12 14:00:00,22,0,0
Louisiana,USA,2020-03-13 02:00:00,19,0,0
Tennessee,USA,2020-03-13 02:00:00,18,0,0
Virginia,USA,2020-03-13 02:00:00,18,0,0
North Carolina,USA,2020-03-13 02:00:00,17,0,0
Iowa,USA,2020-03-13 02:00:00,16,0,0
Indiana,USA,2020-03-13 02:00:00,13,0,0
Maryland,USA,2020-03-12 02:00:00,12,0,0
South Carolina,USA,2020-03-13 02:00:00,12,0,0
Michigan,USA,2020-03-13 02:00:00,12,0,0
Nevada,USA,2020-03-13 02:00:00,11,0,0
Kentucky,USA,2020-03-13 02:00:00,11,0,0
Nebraska,USA,2020-03-13 03:00:00,11,0,0
District of Columbia,USA,2020-03-12 02:00:00,10,0,0
Arizona,USA,2020-03-11 18:00:00,9,0,1
Minnesota,USA,2020-03-13 02:00:00,9,0,0
Wisconsin,USA,2020-02-13 02:00:00,8,0,1
South Dakota,USA,2020-03-12 02:00:00,8,1,0
New Hampshire,USA,2020-03-13 02:00:00,6,0,0
Arkansas,USA,2020-03-13 02:00:00,6,0,0
New Mexico,USA,2020-03-13 03:00:00,6,0,0
Rhode Island,USA,2020-03-10 23:00:00,5,0,0
